Start10Longitude,Start10Latitude,End10Longitude,End10Latitude,weight10
114.3794335,30.47862268,114.3849915,30.47628981,21
114.4113341,30.53205165,114.4168634,30.52974881,21
114.4168634,30.52974881,114.4113341,30.53205165,21
114.1571589,30.57684739,114.151571,30.57920041,20
114.1780305,30.58428306,114.1835332,30.58192038,20
114.194047,30.61776178,114.2022737,30.6204374,20
114.2038732,30.60173444,114.2093566,30.59930289,20
114.2093531,30.59930303,114.2038729,30.60173443,20
114.2284038,30.59476688,114.2229615,30.59722084,20
114.2696275,30.62004048,114.2750454,30.61759932,20
114.2750454,30.61759932,114.2696275,30.62004048,20
114.293305,30.53374952,114.2987358,30.5313069,20
114.3011775,30.48934737,114.3066149,30.48690436,20
114.3066983,30.62279005,114.3121553,30.62040337,20
114.3256219,30.50642245,114.3201534,30.50882474,20
114.3312253,30.55791632,114.3367325,30.55553498,20
114.3434979,30.56511603,114.3489969,30.56273969,20
114.4084085,30.61169003,114.4028637,30.61395907,20
114.1549719,30.60412751,114.1605971,30.6017774,19
114.2039076,30.60173311,114.2093856,30.59930172,19
114.2294695,30.59313777,114.2240286,30.5955931,19
114.2574253,30.62258416,114.2628413,30.62013531,19
114.2619378,30.58128563,114.267351,30.57881963,19
114.2628413,30.62013531,114.2573768,30.62261674,19
114.2799803,30.58833359,114.3012779,30.59866474,19
114.2917654,30.6039161,114.2863362,30.60634294,19
114.2936454,30.59532438,114.2882136,30.59775424,19
114.2987358,30.5313069,114.293305,30.53374952,19
114.3012779,30.59866474,114.2799803,30.58833359,19
114.3201532,30.50882448,114.3256217,30.50642208,19
114.3222788,30.58094049,114.3277569,30.57856673,19
114.3301197,30.59478246,114.3356118,30.59242852,19
114.3490083,30.56277597,114.3434979,30.56511603,19
114.3786848,30.46783522,114.3842215,30.46551124,19
114.3967001,30.52531804,114.1923326,30.5467193,19
114.4065554,30.60794419,114.4010098,30.6102143,19
114.1573507,30.5767805,114.1516921,30.57912949,18
114.1822155,30.52959417,114.1766708,30.53193481,18
114.2093877,30.59930165,114.2039076,30.6017331,18
114.2240286,30.5955931,114.2294695,30.59313777,18
114.2494395,30.62551784,114.2440179,30.6279679,18
114.265846,30.58202402,114.260433,30.58448642,18
114.2683467,30.61755312,114.273764,30.61510978,18
114.2823916,30.58884661,114.276972,30.59129155,18
114.2996774,30.54752716,114.2942348,30.54996507,18
114.3192658,30.54895819,114.3247363,30.54656725,18
114.3219606,30.54900032,114.3164941,30.55139517,18
114.3221405,30.54889627,114.3276156,30.54651077,18
114.3864911,30.49376933,114.3919831,30.49143118,18
114.3887606,30.53371693,114.39433,30.53141527,18
114.4028705,30.61399067,114.408404,30.61173164,18
114.4119615,30.63750356,114.4064295,30.63976199,18
114.4239059,30.4709535,114.4294107,30.46862096,18
114.4423748,30.50793523,114.4368944,30.51027582,18
114.155161,30.60407975,114.1607654,30.60172863,17
114.1747121,30.53249909,114.180301,30.53006862,17
114.1902427,30.63050087,114.1957578,30.62810225,17
114.2318104,30.62817409,114.2372549,30.62574197,17
114.2503879,30.59076065,114.2558028,30.58829655,17
114.2558866,30.58830435,114.2504717,30.59076821,17
114.2667742,30.61703473,114.2613509,30.61948247,17
114.273764,30.61510978,114.2683467,30.61755312,17
114.2836216,30.62001407,114.2890493,30.61758898,17
114.2863353,30.60634099,114.2917744,30.60390833,17
114.2890493,30.61758898,114.2836216,30.62001407,17
114.2970964,30.54875109,114.3025334,30.54631967,17
114.3025334,30.54631967,114.2970964,30.54875109,17
114.3248082,30.55176959,114.3193372,30.55415865,17
114.3342988,30.49371981,114.339789,30.49134016,17
114.3413133,30.55434505,114.3358153,30.55670191,17
114.3437216,30.54540348,114.3382208,30.54775919,17
114.3849716,30.47629851,114.3794337,30.47861906,17
114.4064178,30.63975665,114.4119617,30.63749711,17
114.4065591,30.60794415,114.4010133,30.61021428,17
114.1607679,30.60172895,114.1551545,30.6040746,16
114.1675494,30.61143462,114.1619977,30.6138207,16
114.1711746,30.58054479,114.1656232,30.58289479,16
114.1766588,30.53196727,114.1821624,30.52958674,16
114.1834431,30.58041498,114.182098,30.5786159,16
114.1957586,30.62810211,114.190227,30.63055729,16
114.198754,30.62442366,114.1927484,30.62346323,16
114.2079486,30.61540915,114.2024638,30.61783217,16
114.225323,30.59846668,114.2307622,30.59601153,16
114.2271835,30.60878364,114.2217378,30.61123107,16
114.2307622,30.59601153,114.225323,30.59846668,16
114.2372434,30.62572715,114.2318104,30.62817409,16
114.256527,30.59376824,114.2619406,30.59130733,16
114.2638668,30.60088454,114.2692812,30.59843092,16
114.2657543,30.61957721,114.2711709,30.61713253,16
114.2711709,30.61713253,114.2657594,30.61957771,16
114.2806776,30.47556751,114.2860902,30.47308944,16
114.3099264,30.55309217,114.3153818,30.55068497,16
114.3139977,30.53593406,114.3194585,30.53352868,16
114.3140377,30.53187163,114.3194982,30.529465,16
114.3191281,30.63603232,114.3085906,30.64050249,16
114.3194585,30.53352868,114.3139977,30.53593406,16
114.324751,30.59856482,114.3302346,30.59620246,16
114.3358154,30.55665156,114.3413134,30.55429468,16
114.3400024,30.5903426,114.3455098,30.58800568,16
114.3455098,30.58800568,114.3400024,30.5903426,16
114.3456984,30.5505807,114.3401686,30.55290891,16
114.3586527,30.60874473,114.3641866,30.60644536,16
114.3641866,30.60644536,114.3586527,30.60874473,16
114.3695959,30.51902927,114.3640641,30.52135266,16
114.3842213,30.46551124,114.3786846,30.46783522,16
114.4028057,30.54635157,114.4083447,30.54405737,16
114.4083447,30.54405737,114.4028057,30.54635157,16
114.436892,30.51027508,114.4423834,30.50792197,16
114.1619067,30.61376916,114.1675377,30.61149278,15
114.194047,30.61776178,114.2019623,30.61785693,15
114.2024638,30.61783217,114.2079486,30.61540915,15
114.2243741,30.62509951,114.229817,30.62265575,15
114.2395611,30.6221766,114.2449918,30.61971835,15
114.2415591,30.57401101,114.2469777,30.57154008,15
114.2469777,30.57154008,114.2415591,30.57399421,15
114.2571503,30.6151069,114.2625657,30.61265487,15
114.2620157,30.62696238,114.2752453,30.6180505,15
114.2625657,30.61265487,114.2571503,30.6151069,15
114.2680592,30.58492807,114.2626536,30.58738588,15
114.2692812,30.59843092,114.2638668,30.60088454,15
114.2736956,30.58807767,114.2791129,30.58562794,15
114.2752453,30.6180505,114.2620157,30.62696238,15
114.2791129,30.58562794,114.2736956,30.58807767,15
114.2889842,30.6171077,114.2835566,30.61953308,15
114.3011721,30.4893465,114.3066095,30.48690348,15
114.3013529,30.534108,114.2959186,30.53654506,15
114.3070925,30.53188185,114.3125423,30.52946134,15
114.3085906,30.64050249,114.3191281,30.63603232,15
114.3153848,30.55068443,114.3099288,30.55309151,15
114.3164939,30.55139322,114.3219601,30.54899815,15
114.3194982,30.529465,114.3140377,30.53187163,15
114.3271062,30.58069338,114.321629,30.5830676,15
114.3384516,30.55760769,114.3439537,30.55525597,15
114.3421429,30.58297666,114.3476515,30.58064217,15
114.3439537,30.55525597,114.3384516,30.55760769,15
114.3641576,30.52141945,114.3696854,30.51909596,15
114.3971208,30.48999835,114.4026585,30.48768739,15
114.4174383,30.5192295,114.4229581,30.51691777,15
114.4208954,30.4781355,114.415376,30.48045679,15
114.4211662,30.48081003,114.4156463,30.4831153,15
114.4219541,30.46784977,114.4164371,30.47017473,15
114.4294097,30.46862096,114.4239044,30.4709535,15
114.4347469,30.50471339,114.440232,30.50237478,15
114.1515184,30.5792471,114.1572145,30.5768636,14
114.1781161,30.58442371,114.1836399,30.58202766,14
114.1901103,30.63054441,114.1956264,30.62817437,14
114.1922379,30.5467631,114.3967001,30.52531804,14
114.194047,30.61776178,114.1932558,30.62209681,14
114.1995524,30.61535136,114.2077591,30.61801572,14
114.2028051,30.62307212,114.2082895,30.62065078,14
114.2058347,30.60143908,114.2113749,30.59896581,14
114.2129789,30.61598814,114.2075052,30.61841322,14
114.229817,30.62265575,114.2243741,30.62509951,14
114.2406703,30.59861278,114.2352436,30.60107206,14
114.252965,30.61466441,114.2475467,30.61711858,14
114.252976,30.61251235,114.2583918,30.6100575,14
114.2558022,30.58829709,114.2503875,30.59076102,14
114.2559843,30.58078845,114.2613968,30.57832252,14
114.2712188,30.61371448,114.276637,30.61127226,14
114.27656,30.61994124,114.2819819,30.61750725,14
114.276637,30.61127226,114.2712188,30.61371448,14
114.2769711,30.59129022,114.2823914,30.588846,14
114.2812982,30.60410315,114.275878,30.60654336,14
114.2819819,30.61750725,114.27656,30.61994124,14
114.2835566,30.61953308,114.2889842,30.6171077,14
114.3013567,30.53379191,114.2959223,30.53622948,14
114.3026985,30.59239929,114.2972574,30.59481367,14
114.3099399,30.49920801,114.3044967,30.50164162,14
114.3209813,30.52681787,114.3155186,30.52922255,14
114.3216334,30.58306428,114.327111,30.58069036,14
114.3225594,30.58422679,114.3328627,30.57875555,14
114.3292078,30.63317081,114.3237226,30.63552003,14
114.330232,30.59619994,114.3247483,30.59856217,14
114.3328627,30.57875555,114.3225594,30.58422679,14
114.3340064,30.55952207,114.3395017,30.55716283,14
114.3399173,30.5582923,114.334421,30.56065041,14
114.3476363,30.5806577,114.3421281,30.58299188,14
114.4009312,30.62616127,114.4064785,30.62389766,14
114.4057812,30.54125518,114.4002407,30.54354979,14
114.4064785,30.62389766,114.4009312,30.62616127,14
114.4156458,30.48308859,114.4211654,30.48078356,14
114.421356,30.48188484,114.4158369,30.4842054,14
114.4370389,30.4755211,114.4425159,30.47317031,14
114.1606138,30.60176989,114.1549999,30.60411525,13
114.1745961,30.53263336,114.180198,30.53018877,13
114.1750941,30.53209598,114.1695283,30.53449362,13
114.1754198,30.53874028,114.1809729,30.53633596,13
114.1778971,30.58281121,114.1834431,30.58041498,13
114.1834431,30.58041498,114.1778971,30.58281121,13
114.1836527,30.58209797,114.1781061,30.58450218,13
114.1956268,30.6281427,114.1901095,30.63057092,13
114.2022737,30.6204374,114.1926804,30.62239161,13
114.2069627,30.61884844,114.2124374,30.6164198,13
114.2075058,30.6184189,114.2129793,30.61598593,13
114.2124374,30.6164198,114.2069627,30.61884844,13
114.2352436,30.60098773,114.2406639,30.59853465,13
114.242792,30.57777088,114.2482099,30.57530124,13
114.2504713,30.59076839,114.2558861,30.58830434,13
114.2543624,30.62549644,114.2597791,30.62304745,13
114.2597791,30.62304745,114.2543624,30.62549644,13
114.26276,30.58735973,114.2681731,30.58490011,13
114.2655375,30.58455273,114.2601246,30.58701417,13
114.2680592,30.58487905,114.262646,30.58733875,13
114.2681731,30.58490011,114.26276,30.58735973,13
114.2707382,30.57453418,114.2761528,30.57207639,13
114.2761528,30.57207639,114.2707382,30.57453418,13
114.2833127,30.58608605,114.2887372,30.58364717,13
114.2847963,30.49569813,114.2902144,30.49323109,13
114.2852388,30.58845306,114.2906654,30.58601771,13
114.2887372,30.58364717,114.2833127,30.58608605,13
114.2902144,30.49323109,114.2847963,30.49569813,13
114.2906654,30.58601771,114.2852388,30.58845306,13
114.2971102,30.55300053,114.3025587,30.5505179,13
114.3013997,30.53091714,114.2959655,30.53335558,13
114.3070938,30.53186766,114.3125435,30.52944812,13
114.312474,30.55428885,114.3358906,30.54544639,13
114.3155186,30.52922255,114.3209813,30.52681787,13
114.3193382,30.55415896,114.3248087,30.55177031,13
114.3216296,30.58306991,114.3271067,30.58069599,13
114.3217338,30.55732708,114.3271958,30.55493087,13
114.3219647,30.54900468,114.3164964,30.55141945,13
114.3222065,30.55386327,114.3167395,30.55625656,13
114.322879,30.63882889,114.3174036,30.64118779,13
114.3230873,30.59699547,114.3285681,30.59462936,13
114.324735,30.54656677,114.3192646,30.54895776,13
114.3270011,30.5546767,114.3215425,30.55707552,13
114.3301166,30.59478239,114.3356087,30.59242886,13
114.3397898,30.49134179,114.3342994,30.49372129,13
114.340192,30.55293042,114.3456965,30.55058022,13
114.3450921,30.52006806,114.3506009,30.51771564,13
114.3476507,30.58064299,114.3421402,30.58297942,13
114.3506009,30.51771564,114.3450921,30.52006806,13
114.3570507,30.60346871,114.3515268,30.60577208,13
114.3614316,30.57679959,114.3669645,30.57449141,13
114.3920312,30.49145661,114.3864907,30.49376864,13
114.3984012,30.48721873,114.3928624,30.48953012,13
114.4009962,30.62621183,114.4065347,30.62394638,13
114.4010069,30.61021401,114.406553,30.60794388,13
114.4076361,30.51478069,114.4131491,30.51245231,13
114.4091514,30.61175267,114.4035922,30.6140409,13
114.1516701,30.57916624,114.157245,30.57680903,12
114.1517958,30.57907283,114.1573404,30.57678377,12
114.1540622,30.5752807,114.2421591,30.53605234,12
114.1665538,30.59785678,114.172124,30.59544519,12
114.172232,30.62244347,114.177774,30.62007303,12
114.185862,30.5870409,114.1803223,30.58943903,12
114.193826,30.61704004,114.1883055,30.61944032,12
114.1956173,30.62856271,114.1901014,30.63092929,12
114.1992325,30.54241075,114.1937327,30.54484786,12
114.2019623,30.61785693,114.1926753,30.62278073,12
114.2022737,30.6204374,114.1995524,30.61535136,12
114.2024885,30.62501971,114.1969898,30.62743075,12
114.2082895,30.62065078,114.2028051,30.62307212,12
114.2084835,30.62051088,114.2139551,30.61808101,12
114.213952,30.61820546,114.2084803,30.62063528,12
114.2306024,30.60308458,114.2251631,30.60554015,12
114.2421591,30.53605234,114.1540622,30.5752807,12
114.242915,30.63106322,114.2375018,30.63349171,12
114.2479666,30.58177421,114.2533817,30.57930629,12
114.2482099,30.57530122,114.242792,30.57777086,12
114.2549659,30.58180628,114.2603976,30.57932646,12
114.2576311,30.60410648,114.2522155,30.60656389,12
114.2625754,30.56454681,114.2571642,30.56701724,12
114.2628409,30.60246248,114.2574264,30.60491846,12
114.2656733,30.62045623,114.2710899,30.61801184,12
114.2691224,30.57329146,114.2637101,30.57575726,12
114.2710899,30.61801184,114.26568,30.62038298,12
114.2740627,30.57377367,114.2686543,30.57620467,12
114.2950542,30.51893795,114.3004859,30.51649341,12
114.2959655,30.53335558,114.3013997,30.53091714,12
114.3004859,30.51649341,114.2950542,30.51893795,12
114.3005698,30.62413432,114.2951287,30.62653948,12
114.3090454,30.64159414,114.3035911,30.64397746,12
114.309288,30.63287612,114.3147593,30.63051451,12
114.3147498,30.6304984,114.309288,30.63287612,12
114.3164744,30.55147025,114.3219405,30.5490748,12
114.3167395,30.55625656,114.3222065,30.55386327,12
114.3186924,30.58113854,114.3241647,30.57875797,12
114.3222853,30.58093385,114.3277628,30.57856041,12
114.3237226,30.63552003,114.3292078,30.63317081,12
114.3274422,30.66888794,114.3219567,30.67122484,12
114.3277547,30.57856807,114.322277,30.58094144,12
114.3285681,30.59462936,114.3230873,30.59699547,12
114.330147,30.53984043,114.3246683,30.54222334,12
114.3302973,30.5579034,114.3358637,30.55553347,12
114.3382206,30.54775893,114.3437182,30.54540581,12
114.3594409,30.58957671,114.3649739,30.58727142,12
114.3642526,30.60473754,114.3697919,30.60244405,12
114.3649739,30.58727142,114.3594848,30.58950486,12
114.3669659,30.57449154,114.3614318,30.57679937,12
114.3697919,30.60244405,114.3642526,30.60473754,12
114.3912688,30.63139467,114.3855498,30.63353132,12
114.3928616,30.48953037,114.3984008,30.48721884,12
114.3959124,30.50578757,114.390371,30.50809415,12
114.4008073,30.6518595,114.406357,30.6496069,12
114.4010109,30.61021428,114.4065568,30.60794415,12
114.4065435,30.62394636,114.4009962,30.62620996,12
114.4084601,30.60973179,114.4029155,30.61200164,12
114.4112691,30.53199439,114.4167984,30.52969156,12
114.4131679,30.51247447,114.4076361,30.51478069,12
114.415376,30.48045679,114.4208954,30.4781355,12
114.417374,30.51937848,114.4228939,30.51706686,12
114.1652261,30.5616857,114.1708065,30.55930554,11
114.1663518,30.5979419,114.171937,30.59556696,11
114.1863999,30.62646136,114.1919261,30.62406723,11
114.1937327,30.54484539,114.1992325,30.54240829,11
114.194047,30.61776178,114.192518,30.6220747,11
114.1977416,30.54432904,114.3967001,30.52531804,11
114.2019623,30.61785693,114.194047,30.61776178,11
114.2028213,30.62184113,114.2083056,30.61941926,11
114.2076465,30.61731951,114.213155,30.614967,11
114.2083056,30.61941926,114.2028213,30.62184113,11
114.2113732,30.59901246,114.2058977,30.60144669,11
114.2137768,30.61804848,114.2083044,30.6204775,11
114.2251625,30.60553687,114.2306024,30.60308462,11
114.2316905,30.51933539,114.2371142,30.51684872,11
114.2353911,30.60097987,114.240785,30.59851415,11
114.2371142,30.51684872,114.2316905,30.51933539,11
114.2396554,30.62208159,114.2450801,30.61962857,11
114.2447865,30.58251984,114.2502035,30.58005193,11
114.247746,30.53633488,114.2423311,30.53881816,11
114.2502035,30.58005193,114.2447622,30.58253077,11
114.2520727,30.54828008,114.2466595,30.55075928,11
114.2520918,30.64718249,114.2466701,30.64962267,11
114.2533817,30.57929796,114.2479666,30.58176589,11
114.2559862,30.58079102,114.2614253,30.5783278,11
114.2601246,30.58701134,114.2655375,30.5845499,11
114.2603786,30.57934029,114.2549659,30.58180628,11
114.2611164,30.54982697,114.2665261,30.54735272,11
114.2613332,30.6194825,114.2667489,30.6170346,11
114.2619406,30.59130694,114.256527,30.59376771,11
114.262939,30.56967166,114.2683506,30.5672056,11
114.2659373,30.62150736,114.2713541,30.61906362,11
114.2665261,30.54735272,114.2611164,30.54982697,11
114.2683506,30.5672056,114.262939,30.56967166,11
114.2686489,30.57623277,114.2740627,30.57377367,11
114.2736306,30.58815469,114.2790479,30.58570491,11
114.2736589,30.61534626,114.2790786,30.61290719,11
114.275334,30.58838163,114.2699184,30.5908341,11
114.2758775,30.60654352,114.2812975,30.60410351,11
114.2790479,30.58570491,114.2736247,30.5881736,11
114.2790786,30.61290719,114.2736589,30.61534626,11
114.2846446,30.57453398,114.2792244,30.57698154,11
114.2951287,30.62653948,114.3005698,30.62413432,11
114.3060012,30.53903471,114.3114498,30.53661554,11
114.310005,30.5470819,114.3154605,30.54467278,11
114.310165,30.56059092,114.3156219,30.55818678,11
114.3110152,30.57056199,114.3055642,30.57297011,11
114.3154605,30.54467278,114.310005,30.5470819,11
114.3156219,30.55818678,114.310165,30.56059092,11
114.3174036,30.64118779,114.322879,30.63882889,11
114.3188394,30.51185639,114.324306,30.50945258,11
114.3241647,30.57875797,114.3186924,30.58113854,11
114.324306,30.50945258,114.3188394,30.51185639,11
114.3246683,30.54222334,114.330147,30.53984043,11
114.3344208,30.56065036,114.3399169,30.55829229,11
114.3357865,30.55553661,114.3302973,30.5579034,11
114.3421341,30.58298556,114.3476446,30.58064909,11
114.3428676,30.58573414,114.3373644,30.58807683,11
114.3429781,30.55511955,114.3374775,30.55747309,11
114.3437318,30.54538862,114.3382309,30.54774415,11
114.3438393,30.52975509,114.3383396,30.53211563,11
114.3476447,30.58064896,114.3421347,30.58298486,11
114.3599692,30.61919582,114.3544391,30.62149621,11
114.3742509,30.5911719,114.3687089,30.59346453,11
114.3868953,30.59875221,114.3813462,30.60103071,11
114.3943029,30.53141818,114.3887592,30.53371765,11
114.3950649,30.51042156,114.3895229,30.51272698,11
114.3950679,30.51042163,114.389526,30.51272697,11
114.3967001,30.52531804,114.1977416,30.54432904,11
114.3974001,30.61583944,114.4029486,30.61357196,11
114.3991441,30.53081436,114.3936012,30.53311241,11
114.3998454,30.5299539,114.4053857,30.52765304,11
114.4009472,30.62624227,114.4064945,30.6239787,11
114.4015582,30.51905281,114.3960173,30.52135441,11
114.4035465,30.61396753,114.4091067,30.61172612,11
114.4064528,30.5152784,114.4119858,30.51297287,11
114.4064945,30.6239787,114.4009472,30.62624227,11
114.4089704,30.61177151,114.4034443,30.61402886,11
114.4120777,30.63766007,114.4065228,30.63991895,11
114.4133197,30.49972356,114.4077891,30.5020337,11
114.4164368,30.47017704,114.4219538,30.46785205,11
114.4167984,30.52969272,114.4112691,30.53199555,11
114.1619938,30.61394621,114.1676032,30.61149724,10
114.1656494,30.58290921,114.1712838,30.58053716,10
114.1675998,30.61158258,114.1619635,30.61392621,10
114.1697464,30.56100979,114.1641626,30.56338748,10
114.1720913,30.62233217,114.1776837,30.61996668,10
114.1740908,30.53580094,114.1685218,30.53819547,10
114.1755387,30.53862269,114.1811085,30.53621036,10
114.1759624,30.53048352,114.1703993,30.53288333,10
114.1810875,30.5362152,114.1755387,30.53862269,10
114.1824952,30.58069987,114.1769465,30.58309425,10
114.188303,30.61943051,114.1938229,30.61703218,10
114.1969898,30.62743075,114.2024885,30.62501971,10
114.198754,30.62442366,114.2021416,30.62365302,10
114.1995524,30.61535136,114.2022737,30.6204374,10
114.2021416,30.62365302,114.2076276,30.62123285,10
114.2081707,30.61942023,114.2026876,30.62184309,10
114.2101745,30.61827286,114.2046946,30.62069777,10
114.2113102,30.59900505,114.2058345,30.60143919,10
114.2131197,30.61492442,114.2076465,30.61735453,10
114.2139623,30.6000843,114.2194211,30.5976399,10
114.2194211,30.5976399,114.2139623,30.6000843,10
114.2237023,30.61469862,114.229134,30.6122351,10
114.2248202,30.62067992,114.2302427,30.61820912,10
114.2271869,30.60878374,114.2217413,30.61123074,10
114.227472,30.52678058,114.2220337,30.52925789,10
114.2291453,30.61225109,114.2237023,30.61469862,10
114.2335807,30.62830734,114.2390116,30.62585969,10
114.2415581,30.59670606,114.2469786,30.59424369,10
114.2423312,30.5388435,114.2477461,30.53636022,10
114.245023,30.61884699,114.2396042,30.6213778,10
114.2463909,30.58007503,114.2518068,30.57760629,10
114.2469786,30.59424369,114.2415581,30.59670606,10
114.2496821,30.61717589,114.2551481,30.61472099,10
114.2549731,30.60687391,114.2495563,30.6093309,10
114.2562763,30.58081838,114.2616304,30.57834699,10
114.2574093,30.60664783,114.2628239,30.60419253,10
114.2574271,30.60491823,114.2628416,30.60246225,10
114.2593928,30.59293741,114.2648061,30.5904778,10
114.2609598,30.62280891,114.2555434,30.62525752,10
114.2628239,30.60419253,114.2574093,30.60664783,10
114.2649947,30.58052381,114.2595806,30.5830407,10
114.2652158,30.62514581,114.2597994,30.62759129,10
114.2657163,30.61394357,114.260301,30.61639255,10
114.2713541,30.61906423,114.2659373,30.62150798,10
114.2726188,30.58315086,114.2780351,30.58069814,10
114.2742487,30.59542959,114.2796678,30.59295916,10
114.2745399,30.61740432,114.2834382,30.61247364,10
114.2758739,30.5622574,114.2704603,30.56471901,10
114.2780351,30.58069814,114.2726188,30.58315086,10
114.2808207,30.57496047,114.2754032,30.57741235,10
114.2837036,30.61998906,114.2891314,30.61756407,10
114.2847934,30.59808085,114.2902203,30.59564859,10
114.2870277,30.58122426,114.2816049,30.58366632,10
114.2957926,30.60487136,114.3012327,30.60245849,10
114.2963805,30.53652715,114.3018155,30.53409043,10
114.3012327,30.60245849,114.2957926,30.60487136,10
114.3013599,30.55150271,114.295924,30.55393428,10
114.3018155,30.53409043,114.2963805,30.53652715,10
114.3025443,30.55104582,114.2971069,30.5534756,10
114.303587,30.64398048,114.3090415,30.64159708,10
114.3044753,30.55341318,114.2990352,30.55583889,10
114.3061316,30.47837602,114.3006957,30.48082225,10
114.3111529,30.62165163,114.3056973,30.6240396,10
114.3114511,30.53661543,114.3060021,30.53903463,10
114.3116703,30.62870703,114.3171355,30.626332,10
114.3119048,30.54891979,114.3173634,30.54651483,10
114.313039,30.63816966,114.3075792,30.64054726,10
114.3172905,30.5409775,114.322757,30.53858005,10
114.3173634,30.54651483,114.3119048,30.54891979,10
114.322757,30.53858005,114.3172905,30.5409775,10
114.3247568,30.59857008,114.3302405,30.59620779,10
114.3288406,30.58888932,114.3343301,30.5865311,10
114.3291024,30.58949133,114.3345924,30.58713384,10
114.3330995,30.59102008,114.3276116,30.59337892,10
114.3367535,30.55548175,114.3312588,30.55784902,10
114.3374854,30.59162221,114.3319903,30.59397251,10
114.3383396,30.53211563,114.3438393,30.52975509,10
114.3387115,30.58710541,114.3442167,30.58476428,10
114.3401621,30.5970314,114.3346623,30.5993746,10
114.3536559,30.58029373,114.3481373,30.58261946,10
114.3544391,30.62149621,114.3599692,30.61919582,10
114.3560876,30.53473479,114.3505814,30.53706781,10
114.3587177,30.60874973,114.3642452,30.60644995,10
114.3615557,30.5833737,114.3560268,30.58568584,10
114.3629099,30.52520592,114.3573845,30.52753639,10
114.3642517,30.60645046,114.3587177,30.60874973,10
114.3669952,30.50579709,114.3614671,30.50812792,10
114.3747461,30.5778806,114.3692048,30.58017772,10
114.3813462,30.60103071,114.3868953,30.59875221,10
114.3881182,30.50009171,114.3936592,30.49778201,10
114.3903696,30.50809415,114.395911,30.50578757,10
114.3903711,30.50809415,114.3959125,30.50578757,10
114.3949906,30.5139656,114.2576002,30.57911774,10
114.3950616,30.51042181,114.3895196,30.51272723,10
114.4021633,30.50513976,114.3966337,30.50748536,10
114.4026591,30.48768642,114.3971214,30.48999738,10
114.402969,30.61364199,114.3974204,30.61590962,10
114.4034244,30.61400156,114.4090032,30.61172947,10
114.4077891,30.5020337,114.4133197,30.49972356,10
114.4092005,30.47782189,114.403668,30.48013663,10
114.4115751,30.55411796,114.406038,30.55640978,10
114.4119858,30.51297287,114.4064528,30.5152784,10
114.4158384,30.48420845,114.4213575,30.48188781,10
114.4165576,30.47610282,114.4220749,30.47377934,10
114.419532,30.50054392,114.4140088,30.50285773,10
114.4220749,30.47378684,114.4165576,30.47611032,10
114.4294182,30.46862096,114.4239134,30.47095351,10
114.4314221,30.46904115,114.4259211,30.47137609,10
114.4370209,30.47611813,114.4315275,30.4785291,10
114.4402268,30.50236848,114.4347422,30.50470768,10
